2025-09-30 21:15:25,091 - aiogram.event - INFO - Update id=301310592 is handled. Duration 1461 ms by bot id=6339314152
2025-09-30 21:15:29,046 - aiogram.event - INFO - Update id=301310593 is handled. Duration 159 ms by bot id=6339314152
2025-09-30 21:15:42,431 - aiogram.event - INFO - Update id=301310594 is handled. Duration 134 ms by bot id=6339314152
2025-09-30 21:15:45,412 - aiogram.event - INFO - Update id=301310595 is handled. Duration 411 ms by bot id=6339314152
2025-09-30 21:15:47,390 - aiogram.event - INFO - Update id=301310596 is handled. Duration 386 ms by bot id=6339314152
2025-09-30 21:55:29,406 - asyncio - DEBUG - Using proactor: IocpProactor
2025-09-30 21:55:30,586 - root - INFO - Бот запускается...
2025-09-30 21:55:30,713 - apscheduler.scheduler - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
2025-09-30 21:55:30,717 - apscheduler.scheduler - INFO - Added job "process_interest" to job store "default"
2025-09-30 21:55:30,718 - apscheduler.scheduler - INFO - Scheduler started
2025-09-30 21:55:30,720 - utils.background_tasks - INFO - ✅ InterestScheduler запущен
2025-09-30 21:55:30,720 - root - INFO - Фоновые задачи запущены
2025-09-30 21:55:30,722 - aiogram.dispatcher - INFO - Start polling
2025-09-30 21:55:30,723 - apscheduler.scheduler - DEBUG - Looking for jobs to run
2025-09-30 21:55:30,724 - apscheduler.scheduler - DEBUG - Next wakeup is due at 2025-10-01 16:02:00+03:00 (in 65189.275966 seconds)
2025-09-30 21:55:30,813 - aiogram.dispatcher - INFO - Run polling for bot @CtvtytestBot id=6339314152 - 'test0'
2025-10-01 15:28:46,347 - asyncio - DEBUG - Using proactor: IocpProactor
2025-10-01 15:28:47,275 - root - INFO - Бот запускается...
2025-10-01 15:28:47,315 - apscheduler.scheduler - INFO - Adding job tentatively -- it will be properly scheduled when the scheduler starts
2025-10-01 15:28:47,323 - apscheduler.scheduler - INFO - Added job "process_interest" to job store "default"
2025-10-01 15:28:47,324 - apscheduler.scheduler - INFO - Scheduler started
2025-10-01 15:28:47,326 - utils.background_tasks - INFO - ✅ InterestScheduler запущен
2025-10-01 15:28:47,329 - root - INFO - Фоновые задачи запущены
2025-10-01 15:28:47,331 - aiogram.dispatcher - INFO - Start polling
2025-10-01 15:28:47,333 - apscheduler.scheduler - DEBUG - Looking for jobs to run
2025-10-01 15:28:47,334 - apscheduler.scheduler - DEBUG - Next wakeup is due at 2025-10-01 16:02:00+03:00 (in 1992.665731 seconds)
2025-10-01 15:28:47,414 - aiogram.dispatcher - INFO - Run polling for bot @CtvtytestBot id=6339314152 - 'test0'
2025-10-01 15:28:50,467 - aiogram.event - INFO - Update id=301310598 is handled. Duration 277 ms by bot id=6339314152
2025-10-01 15:28:56,530 - aiogram.event - INFO - Update id=301310599 is handled. Duration 120 ms by bot id=6339314152
2025-10-01 15:28:58,770 - aiogram.event - INFO - Update id=301310600 is handled. Duration 208 ms by bot id=6339314152
2025-10-01 15:29:00,732 - aiogram.event - INFO - Update id=301310601 is handled. Duration 198 ms by bot id=6339314152
